date,campaign_id,campaign_name,subgroup_id,subgroup_name,platform,impressions,clicks,cost,conversions,reach,frequency,video_views,engagement_rate,conversion_value,quality_score,likes,shares,comments,ctr,cpc,cpm,cpa,roas
2024-01-23,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,TikTok,156789,3012,812.3,82,,,109876,,,,5456,1567,289,0.019210531351051413,0.26968791500664008,5.180848146234748,9.90609756097561,
2024-01-29,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,TikTok,156789,3012,812.3,82,,,109876,,,,5456,1567,289,0.019210531351051413,0.26968791500664008,5.180848146234748,9.90609756097561,
2024-01-16,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,TikTok,156789,3012,812.3,82,,,109876,,,,5456,1567,289,0.019210531351051413,0.26968791500664008,5.180848146234748,9.90609756097561,
2024-01-26,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,TikTok,167890,3234,845.6,85,,,117890,,,,5678,1634,312,0.019262612424801952,0.26147186147186147,5.0366311275239735,9.948235294117648,
2024-01-17,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,TikTok,167890,3234,845.6,85,,,117890,,,,5678,1634,312,0.019262612424801952,0.26147186147186147,5.0366311275239735,9.948235294117648,
2024-01-07,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,TikTok,138901,2678,734.5,73,,,97890,,,,4901,1356,256,0.019279918791081419,0.27427184466019416,5.2879388917286416,10.061643835616438,
2024-01-25,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,TikTok,178901,3456,889.5,89,,,128901,,,,6123,1734,345,0.019317946797390736,0.25737847222222221,4.972023633182598,9.99438202247191,
2024-01-24,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,TikTok,172345,3345,867.9,87,,,123456,,,,5890,1678,334,0.019408744088891469,0.25946188340807175,5.03582929588906,9.9758620689655171,
2024-01-02,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,42345,823,118.2,10,36789,1.15,7890,0.0194,,,,,,0.019435588617310189,0.14362089914945322,2.7913567127169681,11.82,
2024-01-01,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,45623,892,127.5,12,38234,1.19,8234,0.0195,,,,,,0.0195515419854021,0.1429372197309417,2.7946430528461521,10.625,
2024-01-06,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,44567,878,125.6,11,37456,1.19,8123,0.0197,,,,,,0.019700675387618643,0.1430523917995444,2.8182287342652637,11.418181818181818,
2024-01-21,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,41567,823,118.9,12,35123,1.18,7456,0.0198,,,,,,0.019799360069285732,0.14447144592952613,2.8604421776890323,9.9083333333333332,
2024-01-14,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,40123,798,114.7,11,33456,1.2,7345,0.0199,,,,,,0.019888841811429855,0.143734335839599,2.858709468384717,10.427272727272728,
2024-01-15,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,46789,934,132.4,14,39234,1.19,8567,0.02,,,,,,0.019961956870204536,0.14175588865096361,2.829724935348052,9.4571428571428573,
2024-01-05,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,46789,934,131.2,13,39234,1.19,8567,0.02,,,,,,0.019961956870204536,0.14047109207708777,2.804077881553356,10.092307692307692,
2024-01-04,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,51234,1023,142.3,15,42567,1.2,9234,0.02,,,,,,0.019967209275090759,0.13910068426197458,2.77745247296717,9.4866666666666681,
2024-01-28,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,44567,890,127.6,13,37456,1.19,8123,0.02,,,,,,0.019969932910000675,0.14337078651685392,2.8631049879956021,9.8153846153846143,
2024-01-08,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,47234,945,135.4,14,39567,1.19,8789,0.02,,,,,,0.02000677478087818,0.14328042328042329,2.8665791590803238,9.6714285714285726,
2024-01-03,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,48234,967,134.8,14,40123,1.2,8901,0.0201,,,,,,0.0200480988514326,0.13940020682523269,2.7947091263424144,9.62857142857143,
2024-01-10,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,48567,978,137.8,14,40456,1.2,8945,0.0201,,,,,,0.02013713015010192,0.1408997955010225,2.8373175201268355,9.8428571428571434,
2024-01-22,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,45234,912,129.8,14,38567,1.17,8234,0.0202,,,,,,0.020161825175752754,0.1423245614035088,2.8695229252332317,9.2714285714285722,
2024-01-09,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,50123,1012,141.7,15,41890,1.2,9345,0.0202,,,,,,0.020190331783811823,0.1400197628458498,2.8270454681483548,9.4466666666666654,
2024-01-29,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,47890,967,138.4,15,40234,1.19,8789,0.0202,,,,,,0.020192106911672583,0.14312306101344366,2.8899561495092922,9.2266666666666666,
2024-01-19,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,47890,967,138.4,15,40234,1.19,8789,0.0202,,,,,,0.020192106911672583,0.14312306101344366,2.8899561495092922,9.2266666666666666,
2024-01-27,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,46234,934,133.8,15,38890,1.19,8456,0.0202,,,,,,0.020201583250421769,0.14325481798715203,2.8939741315914698,8.92,
2024-01-13,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,42345,856,121.5,12,35678,1.19,7890,0.0202,,,,,,0.020214901405124573,0.14193925233644861,2.869287991498406,10.125,
2024-01-20,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,43234,878,125.7,13,36567,1.18,7890,0.0203,,,,,,0.020308090854420133,0.14316628701594533,2.9074339640098072,9.6692307692307686,
2024-01-30,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,49234,1001,142.8,16,41567,1.18,9012,0.0203,,,,,,0.020331478246740059,0.14265734265734267,2.900434658975505,8.925,
2024-01-23,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,48567,989,140.3,15,40456,1.2,8945,0.0204,,,,,,0.020363621389008997,0.14186046511627909,2.8887928016966256,9.3533333333333335,
2024-01-16,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,50234,1023,143.8,16,42345,1.19,9234,0.0204,,,,,,0.020364693235657125,0.14056695992179863,2.8626030178763391,8.9875,
2024-01-18,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,49567,1012,144.6,16,41890,1.18,9123,0.0204,,,,,,0.020416809570883855,0.14288537549407115,2.9172635019266848,9.0375,
2024-01-12,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,49234,1012,140.3,15,41567,1.18,9123,0.0206,,,,,,0.020554901084616321,0.13863636363636364,2.849656741276354,9.3533333333333335,
2024-01-26,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,50123,1034,147.5,17,41890,1.2,9123,0.0206,,,,,,0.020629252039981644,0.14264990328820115,2.9427608084113084,8.6764705882352935,
2024-01-24,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,51234,1067,149.7,17,42567,1.2,9234,0.0208,,,,,,0.020826013975094662,0.14029990627928771,2.9218878088769173,8.8058823529411754,
2024-01-11,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,52123,1089,148.6,17,43234,1.21,9567,0.0209,,,,,,0.020892887976517085,0.136455463728191,2.8509487174567849,8.7411764705882344,
2024-01-17,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,51789,1089,152.3,18,43567,1.19,9567,0.021,,,,,,0.021027631350286742,0.13985307621671259,2.9407789298885865,8.4611111111111121,
2024-01-25,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,52789,1123,156.4,18,43890,1.2,9567,0.0213,,,,,,0.021273371346303208,0.13926981300089047,2.9627384492981492,8.68888888888889,
2024-01-07,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,Facebook,49876,1067,145.9,16,41234,1.21,9567,0.0214,,,,,,0.021393054775844092,0.13673851921274602,2.9252546314860854,9.11875,
2024-01-20,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,34567,1234,189.6,24,28934,1.19,4567,0.0357,,,,,,0.035698787861254952,0.15364667747163696,5.4850001446466283,7.8999999999999995,
2024-01-01,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,34567,1234,189.9,23,28934,1.19,4567,0.0357,,,,,,0.035698787861254952,0.15388978930307942,5.4936789423438537,8.2565217391304344,
2024-01-21,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,32890,1178,171.2,22,27234,1.21,3789,0.0358,,,,,,0.035816357555487989,0.14533106960950762,5.20522955305564,7.7818181818181813,
2024-01-28,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,33567,1203,184.5,25,27890,1.2,4123,0.0358,,,,,,0.035838770220752526,0.15336658354114713,5.4964697470730179,7.38,
2024-01-27,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,35890,1289,197.8,27,29567,1.21,4567,0.0359,,,,,,0.035915296740039009,0.15345228859581073,5.5112844803566459,7.325925925925926,
2024-01-14,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,31234,1123,173.8,21,26123,1.2,3890,0.036,,,,,,0.035954408657232505,0.15476402493321462,5.5644489978869185,8.276190476190477,
2024-01-13,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,33456,1203,185.3,23,27890,1.2,4234,0.036,,,,,,0.03595767575322812,0.15403158769742312,5.5386178861788622,8.0565217391304351,
2024-01-09,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,36456,1312,199.8,26,30234,1.21,4823,0.036,,,,,,0.035988588983980691,0.15228658536585366,5.4805793285055966,7.6846153846153848,
2024-01-22,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,35123,1267,194.5,26,29123,1.21,4345,0.0361,,,,,,0.036073228368875096,0.15351223362273086,5.5376818608888758,7.4807692307692308,
2024-01-06,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,35678,1289,195.6,24,29345,1.22,4678,0.0361,,,,,,0.036128706766074332,0.1517455391776571,5.4823700880094179,8.15,
2024-01-15,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,35678,1289,196.6,25,29345,1.22,4678,0.0361,,,,,,0.036128706766074332,0.15252133436772691,5.5103985649419807,7.864,
2024-01-02,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,36789,1345,201.3,25,30123,1.22,4890,0.0366,,,,,,0.036559841256897443,0.14966542750929368,5.4717442713854689,8.052,
2024-01-19,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,37234,1367,209.9,28,30678,1.21,5012,0.0367,,,,,,0.03671375624429285,0.15354791514264815,5.6373207283665474,7.4964285714285719,
2024-01-07,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,37234,1367,207.9,27,30678,1.21,5012,0.0367,,,,,,0.03671375624429285,0.15208485735186542,5.5836063812644356,7.7,
2024-01-29,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,36234,1334,203.7,28,30123,1.2,4678,0.0368,,,,,,0.036816249931004026,0.15269865067466265,5.621791687365457,7.2749999999999995,
2024-01-12,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,37890,1398,212.4,28,30890,1.23,5012,0.0369,,,,,,0.036896278701504352,0.151931330472103,5.6057007125890737,7.5857142857142863,
2024-01-10,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,38456,1423,217.5,29,31234,1.23,5123,0.037,,,,,,0.037003328479301018,0.15284609978917779,5.6558144372789689,7.5,
2024-01-16,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,38456,1423,218.7,30,31234,1.23,5123,0.037,,,,,,0.037003328479301018,0.15368938861560083,5.6870189307260244,7.29,
2024-01-23,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,37456,1389,213.4,29,30567,1.22,4890,0.0371,,,,,,0.037083511319948741,0.15363570914326855,5.6973515591627519,7.3586206896551722,
2024-01-26,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,38890,1445,231.2,32,31567,1.23,5123,0.0372,,,,,,0.03715608125482129,0.16,5.9449730007714061,7.225,
2024-01-30,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,37890,1412,216.5,30,30890,1.23,4956,0.0373,,,,,,0.037265769332277647,0.153328611898017,5.7139086830298229,7.2166666666666668,
2024-01-18,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,38901,1456,224.5,31,31456,1.24,5234,0.0374,,,,,,0.037428343744376751,0.15418956043956045,5.7710598699262237,7.241935483870968,
2024-01-03,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,38901,1456,213.4,28,31456,1.24,5234,0.0375,,,,,,0.037428343744376751,0.14656593406593407,5.4857201614354389,7.6214285714285719,
2024-01-24,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,39234,1489,227.9,32,32123,1.22,5234,0.0379,,,,,,0.037951776520364987,0.15305574210879785,5.8087373196717129,7.121875,
2024-01-17,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,40123,1534,232.8,33,32890,1.22,5456,0.0382,,,,,,0.03823243526157067,0.15176010430247719,5.8021583630336719,7.0545454545454547,
2024-01-11,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,39789,1534,225.8,31,32567,1.22,5456,0.0386,,,,,,0.038553369021588881,0.14719687092568448,5.6749352836211013,7.2838709677419358,
2024-01-25,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,Facebook,40567,1567,238.6,34,33234,1.22,5456,0.0386,,,,,,0.038627455813838835,0.15226547543075941,5.8816279241748219,7.0176470588235293,
2024-01-03,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,11234,489,198.7,31,8901,1.26,1123,0.0435,,,,,,0.043528573971871105,0.40633946830265849,17.687377603703045,6.4096774193548383,
2024-01-05,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,12890,567,220.3,36,10123,1.27,1345,0.044,,,,,,0.043987587276958881,0.38853615520282186,17.090768037238171,6.1194444444444445,
2024-01-15,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,12890,567,221.3,37,10123,1.27,1345,0.044,,,,,,0.043987587276958881,0.39029982363315696,17.168347556245152,5.9810810810810811,
2024-01-08,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,12123,534,212.4,35,9567,1.27,1234,0.0441,,,,,,0.044048502845830242,0.39775280898876403,17.520415738678548,6.0685714285714285,
2024-01-27,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,12567,567,209.4,36,9890,1.27,1267,0.0451,,,,,,0.045118166626879924,0.36931216931216931,16.662687992360947,5.8166666666666664,
2024-01-23,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,13789,623,229.8,38,10789,1.28,1489,0.0452,,,,,,0.045180941330045687,0.36886035313001608,16.665457973747191,6.0473684210526315,
2024-01-01,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,12456,567,215.8,34,9876,1.26,1234,0.0455,,,,,,0.04552023121387283,0.38059964726631396,17.324983943481055,6.3470588235294123,
2024-01-22,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,12456,567,209.6,36,9876,1.26,1234,0.0455,,,,,,0.04552023121387283,0.36966490299823634,16.82723185613359,5.822222222222222,
2024-01-02,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,13678,623,234.5,38,10234,1.34,1456,0.0455,,,,,,0.045547594677584444,0.37640449438202245,17.144319344933468,6.1710526315789478,
2024-01-21,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,10234,467,178.4,30,8456,1.21,945,0.0456,,,,,,0.045632206370920463,0.38201284796573876,17.432089114715655,5.9466666666666672,
2024-01-19,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,13890,634,235.8,40,10890,1.27,1378,0.0457,,,,,,0.045644348452123833,0.37192429022082019,16.976241900647949,5.8950000000000005,
2024-01-28,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,11456,523,192.3,33,8967,1.28,1089,0.0457,,,,,,0.045652932960893858,0.36768642447418742,16.78596368715084,5.827272727272728,
2024-01-30,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,14123,645,236.9,41,11123,1.27,1423,0.0457,,,,,,0.045670183388798413,0.36728682170542637,16.774056503575729,5.7780487804878051,
2024-01-20,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,11890,545,202.3,34,9567,1.28,1156,0.0458,,,,,,0.045836837678721612,0.37119266055045874,17.014297729184189,5.95,
2024-01-29,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,13234,612,226.5,39,10456,1.27,1345,0.0463,,,,,,0.046244521686564906,0.37009803921568629,17.115006800664954,5.8076923076923075,
2024-01-14,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,10567,489,185.9,29,8234,1.28,998,0.0463,,,,,,0.04627614270843191,0.3801635991820041,17.592504968297529,6.4103448275862069,
2024-01-07,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,13456,623,237.8,40,10567,1.27,1456,0.0463,,,,,,0.046299048751486327,0.38170144462279293,17.672413793103448,5.945,
2024-01-04,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,14567,678,245.6,42,11234,1.3,1567,0.0465,,,,,,0.046543557355666919,0.36224188790560469,16.860026086359579,5.8476190476190473,
2024-01-13,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,11234,523,198.6,32,8901,1.27,1123,0.0466,,,,,,0.046555100587502223,0.37973231357552578,17.678476054833538,6.20625,
2024-01-10,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,13789,645,241.2,41,10789,1.28,1489,0.0468,,,,,,0.046776415983755169,0.373953488372093,17.492203930669373,5.8829268292682926,
2024-01-12,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,13456,634,239.7,39,10567,1.27,1378,0.0471,,,,,,0.04711652794292509,0.37807570977917981,17.813614744351959,6.1461538461538456,
2024-01-18,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,14567,689,253.4,43,11567,1.26,1489,0.0473,,,,,,0.047298688817189537,0.36777939042089985,17.3954829408938,5.8930232558139535,
2024-01-16,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,14234,678,248.5,42,11234,1.27,1567,0.0477,,,,,,0.047632429394407753,0.36651917404129791,17.458198679218771,5.916666666666667,
2024-01-24,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,14890,712,251.6,43,11790,1.26,1578,0.0478,,,,,,0.04781732706514439,0.35337078651685394,16.897246474143717,5.851162790697674,
2024-01-17,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,15234,734,264.7,46,12123,1.26,1678,0.0482,,,,,,0.048181698831560982,0.36062670299727517,17.375607194433503,5.7543478260869563,
2024-01-25,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,15678,756,268.9,47,12345,1.27,1678,0.0482,,,,,,0.048220436280137773,0.35568783068783066,17.151422375302971,5.7212765957446807,
2024-01-26,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,14234,689,254.7,44,11234,1.27,1456,0.0484,,,,,,0.048405226921455671,0.36966618287373004,17.893775467191229,5.7886363636363631,
2024-01-11,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,Facebook,14567,723,256.4,44,11456,1.27,1612,0.0496,,,,,,0.049632731516441271,0.35463347164591974,17.601427884945423,5.8272727272727272,
2024-01-08,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,125678,445,121.3,11,,,,,550,7,,,,0.0035,0.27,0.96516494533649488,11.027272727272727,4.5342126957955484
2024-01-14,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,115678,412,113.4,11,,,,,550,7,,,,0.0036,0.28,0.98030740503812319,10.30909090909091,4.8500881834215166
2024-01-21,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,118234,423,116.2,11,,,,,550,7,,,,0.0036,0.27,0.98279682663193324,10.563636363636364,4.7332185886402751
2024-01-09,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,129345,456,125.6,12,,,,,600,7,,,,0.0035,0.28,0.97104642622443849,10.466666666666667,4.7770700636942678
2024-01-28,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,127345,445,125.1,12,,,,,600,7,,,,0.0035,0.28,0.98237072519533541,10.424999999999999,4.7961630695443649
2024-01-13,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,119234,434,116.8,12,,,,,600,7,,,,0.0036,0.27,0.9795863595954174,9.7333333333333325,5.1369863013698636
2024-01-20,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,124567,445,122.3,12,,,,,600,7,,,,0.0036,0.27,0.98180095852031424,10.191666666666666,4.9059689288634507
2024-01-03,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,123456,456,123.4,12,,,,,600,7,,,,0.0037,0.27,0.99954639709694149,10.283333333333333,4.8622366288492707
2024-01-05,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,128901,467,128.9,13,,,,,650,7,,,,0.0036,0.28,0.99999224210828475,9.9153846153846157,5.04266873545384
2024-01-06,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,131234,478,132.4,13,,,,,650,7,,,,0.0036,0.28,1.0088848926345308,10.184615384615386,4.9093655589123868
2024-01-15,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,128901,467,126.7,13,,,,,650,7,,,,0.0036,0.27,0.98292488033452041,9.7461538461538471,5.1302288871349644
2024-01-29,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,131234,467,128.9,13,,,,,650,7,,,,0.0036,0.28,0.98221497477787767,9.9153846153846157,5.04266873545384
2024-01-19,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,131567,478,129.4,13,,,,,650,7,,,,0.0036,0.27,0.98352930446084508,9.953846153846154,5.0231839258114368
2024-01-22,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,127890,456,125.6,13,,,,,650,7,,,,0.0036,0.28,0.98209398702009532,9.661538461538461,5.17515923566879
2024-01-04,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,134567,489,134.5,14,,,,,700,7,,,,0.0036,0.28,0.99950210675722873,9.6071428571428577,5.2044609665427508
2024-01-30,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,133456,478,131.2,14,,,,,700,7,,,,0.0036,0.27,0.98309555209207522,9.37142857142857,5.3353658536585371
2024-01-27,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,134890,489,132.7,14,,,,,700,7,,,,0.0036,0.27,0.98376454889168952,9.4785714285714278,5.2750565184626979
2024-01-23,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,133456,489,131.2,14,,,,,700,7,,,,0.0037,0.27,0.98309555209207522,9.37142857142857,5.3353658536585371
2024-01-18,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,135234,501,133.6,14,,,,,700,7,,,,0.0037,0.27,0.98791723974740075,9.5428571428571427,5.2395209580838324
2024-01-16,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,132567,489,130.5,14,,,,,700,7,,,,0.0037,0.27,0.98440788431510107,9.3214285714285712,5.3639846743295019
2024-01-12,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,133456,489,131.2,14,,,,,700,7,,,,0.0037,0.27,0.98309555209207522,9.37142857142857,5.3353658536585371
2024-01-11,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,136789,512,142.3,15,,,,,750,7,,,,0.0037,0.28,1.0402883272777783,9.4866666666666681,5.2705551651440619
2024-01-26,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,138567,512,136.2,15,,,,,750,7,,,,0.0037,0.27,0.98291801078178775,9.08,5.5066079295154191
2024-01-24,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,139234,523,136.8,15,,,,,750,7,,,,0.0038,0.26,0.98251863768907033,9.120000000000001,5.4824561403508767
2024-01-17,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,138901,534,136.4,15,,,,,750,7,,,,0.0038,0.26,0.981994370090928,9.0933333333333337,5.4985337243401755
2024-01-25,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,Google Ads,142345,545,139.9,16,,,,,800,7,,,,0.0038,0.26,0.98282342196775441,8.74375,5.7183702644746246
2024-01-14,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,39567,789,507.4,19,,,,,950,6,,,,0.0199,0.64,12.82381782798797,26.705263157894734,1.8722901064249113
2024-01-21,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,38901,778,498.7,19,,,,,950,6,,,,0.02,0.64,12.819721858049922,26.247368421052631,1.9049528774814519
2024-01-20,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,40567,812,520.4,20,,,,,1000,6,,,,0.02,0.64,12.828160820371238,26.02,1.9215987701767872
2024-01-02,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,43234,823,534.2,21,,,,,1050,7,,,,0.019,0.65,12.356016098441042,25.43809523809524,1.9655559715462372
2024-01-28,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,42890,834,549.3,21,,,,,1050,7,,,,0.0195,0.66,12.807181161109815,26.157142857142855,1.9115237575095578
2024-01-13,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,41234,823,528.9,21,,,,,1050,6,,,,0.02,0.64,12.826793422903428,25.185714285714283,1.9852524106636416
